Year	Month	Land Δ(T) (C)	Ocean Δ(T) (C)	Ocean-Land Δ(T) (C)
1972	2	-1.25607	-0.214547	-0.492912
1972	3	-0.500883	-0.266154	-0.329404
1972	4	-0.423936	-0.206864	-0.265693
1972	5	-0.440835	-0.24834	-0.302635
1972	6	-0.253908	-0.237714	-0.242289
1972	7	-0.321615	-0.19072	-0.227574
1972	8	-0.223666	-0.182557	-0.1943
1972	9	-0.462458	-0.175936	-0.25627
1972	10	-0.276826	-0.133779	-0.173051
1972	11	-0.469539	-0.095448	-0.198398
1972	12	-0.286989	0.009214	-0.070866
1973	1	-0.123554	-0.011016	-0.041319
1973	2	0.330308	-0.026385	0.069247
1973	3	0.274798	-0.081038	0.014915
1973	4	0.059526	-0.083753	-0.044337
1973	5	-0.024362	-0.121966	-0.094772
1973	6	0.145762	-0.168419	-0.082027
1973	7	-0.031144	-0.185483	-0.142919
1973	8	-0.124447	-0.196955	-0.176749
1973	9	-0.184029	-0.184727	-0.18453
1973	10	-0.114865	-0.230295	-0.198293
1973	11	-0.222339	-0.253285	-0.244766
1973	12	-0.152301	-0.36277	-0.305717
1974	1	-1.026902	-0.318228	-0.507874
1974	2	-1.127254	-0.386468	-0.583924
1974	3	-0.427879	-0.375042	-0.389214
1974	4	-0.36359	-0.391071	-0.383521
1974	5	-0.43411	-0.31229	-0.346239
1974	6	-0.411874	-0.32923	-0.352572
1974	7	-0.205951	-0.307056	-0.278633
1974	8	-0.323413	-0.230869	-0.257023
1974	9	-0.418069	-0.250314	-0.297665
1974	10	-0.499556	-0.27095	-0.334534
1974	11	-0.462892	-0.292294	-0.340218
1974	12	-0.743655	-0.310715	-0.427833
1975	1	-0.022194	-0.278883	-0.208819
1975	2	-0.355873	-0.257975	-0.284325
1975	3	-0.090855	-0.29109	-0.236027
1975	4	-0.158791	-0.288368	-0.252813
1975	5	-0.149749	-0.285441	-0.247659
1975	6	-0.134096	-0.31061	-0.260453
1975	7	-0.17162	-0.307418	-0.268687
1975	8	-0.361273	-0.330979	-0.339478
1975	9	-0.030465	-0.331405	-0.247924
1975	10	-0.329033	-0.40821	-0.385823
1975	11	-0.40598	-0.446302	-0.435143
1975	12	-0.35737	-0.455516	-0.42899
1976	1	-0.136439	-0.408458	-0.33525
1976	2	-0.691169	-0.371444	-0.458165
1976	3	-1.177562	-0.347632	-0.576588
1976	4	-0.347174	-0.333686	-0.337434
1976	5	-0.540866	-0.409864	-0.446503
1976	6	-0.548844	-0.335776	-0.39627
1976	7	-0.486094	-0.328765	-0.374066
1976	8	-0.472243	-0.291703	-0.342551
1976	9	-0.293773	-0.307587	-0.30366
1976	10	-1.039964	-0.227041	-0.455537
1976	11	-0.668898	-0.166142	-0.307653
1976	12	-0.571787	-0.093266	-0.225806
1977	1	-0.885389	0.066591	-0.187735
1977	2	-0.163468	-0.049417	-0.08008
1977	3	0.15856	-0.120265	-0.044135
1977	4	0.135191	-0.113493	-0.044374
1977	5	0.046367	-0.102358	-0.060936
1977	6	0.128258	-0.11114	-0.044419
1977	7	-0.044359	-0.137477	-0.110909
1977	8	-0.174331	-0.128571	-0.141377
1977	9	-0.074976	-0.103799	-0.095754
1977	10	-0.246468	-0.106166	-0.14563
1977	11	0.332444	-0.156639	-0.020853
1977	12	-0.358936	-0.163609	-0.217167
1978	1	-0.234952	-0.122095	-0.152381
1978	2	-0.276296	-0.158591	-0.190504
1978	3	-0.034329	-0.155813	-0.123379
1978	4	-0.145073	-0.220689	-0.199905
1978	5	-0.332264	-0.212595	-0.246029
1978	6	-0.417861	-0.201598	-0.262215
1978	7	-0.287322	-0.207144	-0.229855
1978	8	-0.498523	-0.20443	-0.287761
1978	9	-0.230197	-0.185466	-0.198066
1978	10	-0.132976	-0.218056	-0.194057
1978	11	0.09272	-0.136039	-0.071952
1978	12	-0.388404	-0.11516	-0.188856
1979	1	-0.459753	-0.058568	-0.165627
1979	2	-0.652604	-0.159514	-0.290748
1979	3	-0.229602	-0.085868	-0.124253
1979	4	-0.641098	-0.065203	-0.219269
1979	5	-0.278815	-0.105156	-0.151812
1979	6	-0.197823	-0.067506	-0.102763
1979	7	-0.157608	-0.084146	-0.104113
1979	8	-0.097528	-0.041881	-0.057076
1979	9	-0.047095	-0.021154	-0.028255
1979	10	0.141397	-0.017443	0.025825
1979	11	0.008494	0.017083	0.014753
1979	12	0.535669	0.058302	0.186481
1980	1	-0.211679	0.0916	0.010871
1980	2	-0.047108	0.085623	0.05031
1980	3	-0.483725	0.073151	-0.075816
1980	4	-0.006929	-0.005434	-0.005837
1980	5	0.115923	0.016232	0.04331
1980	6	-0.063787	-0.049596	-0.053485
1980	7	-0.034409	-0.081412	-0.068291
1980	8	-0.02533	-0.111358	-0.087275
1980	9	-0.039228	-0.097105	-0.080839
1980	10	0.044659	-0.132217	-0.08351
1980	11	0.400969	-0.102801	0.035629
1980	12	-0.044579	-0.069793	-0.063015
1981	1	0.791275	-0.024634	0.192956
1981	2	0.415744	-0.066554	0.06164
1981	3	0.452797	-0.044041	0.088108
1981	4	0.244209	-0.061451	0.021594
1981	5	-0.05601	-0.053233	-0.053997
1981	6	-0.039065	-0.001538	-0.011955
1981	7	-0.044085	-0.058333	-0.054332
1981	8	0.11162	-0.117678	-0.054335
1981	9	-0.100695	-0.101606	-0.101354
1981	10	-0.15656	-0.067664	-0.092004
1981	11	0.053505	-0.029323	-0.006789
1981	12	0.462321	0.029399	0.146396
1982	1	-0.532024	-0.046547	-0.176061
1982	2	-0.313165	-0.085801	-0.146451
1982	3	-0.651784	-0.114045	-0.257547
1982	4	-0.116737	-0.111547	-0.112942
1982	5	-0.232903	-0.072701	-0.117337
1982	6	-0.340587	-0.112934	-0.176242
1982	7	-0.064034	-0.167932	-0.138974
1982	8	-0.148897	-0.153234	-0.152022
1982	9	-0.009752	-0.05422	-0.041906
1982	10	-0.261582	-0.023786	-0.089348
1982	11	-0.413343	-0.020149	-0.12768
1982	12	0.279663	0.033902	0.100559
1983	1	0.479359	0.110558	0.208856
1983	2	0.37412	0.07114	0.151953
1983	3	0.106582	0.055082	0.068809
1983	4	-0.214701	0.021007	-0.042404
1983	5	-0.04798	0.003045	-0.010839
1983	6	-0.137858	0.026788	-0.018909
1983	7	0.088311	-0.033584	0.000131
1983	8	0.255994	-0.006764	0.06561
1983	9	0.261504	-0.021184	0.056606
1983	10	0.059024	-0.063394	-0.029511
1983	11	0.759404	-0.052153	0.170488
1983	12	-0.108967	-0.035485	-0.055496
1984	1	-0.032837	-0.017365	-0.021493
1984	2	-0.489984	-0.041236	-0.160738
1984	3	-0.045017	-0.054345	-0.051856
1984	4	-0.361871	-0.127761	-0.191055
1984	5	0.224273	-0.109137	-0.018012
1984	6	-0.251114	-0.151268	-0.179013
1984	7	-0.198882	-0.135499	-0.152912
1984	8	-0.123252	-0.09728	-0.104382
1984	9	-0.338019	-0.018755	-0.106415
1984	10	-0.154217	-0.11233	-0.123784
1984	11	-0.456735	-0.12563	-0.215618
1984	12	-1.16494	-0.129569	-0.409705
1985	1	-0.088056	-0.09516	-0.093265
1985	2	-0.832762	-0.084985	-0.28429
1985	3	-0.229526	-0.127302	-0.154568
1985	4	-0.172592	-0.192836	-0.18739
1985	5	-0.080718	-0.120652	-0.109861
1985	6	-0.217115	-0.146873	-0.166032
1985	7	-0.366258	-0.142101	-0.202988
1985	8	-0.074491	-0.16263	-0.138563
1985	9	-0.293032	-0.092847	-0.147344
1985	10	-0.157509	-0.108665	-0.121977
1985	11	-0.232174	-0.106314	-0.140659
1985	12	-0.226619	-0.072766	-0.114338
1986	1	0.361485	-0.134503	-0.001818
1986	2	0.050034	-0.068139	-0.036636
1986	3	0.118722	-0.122747	-0.058323
1986	4	0.075778	-0.12024	-0.067756
1986	5	0.059288	-0.105313	-0.060834
1986	6	-0.018619	-0.095887	-0.074748
1986	7	-0.197675	-0.102404	-0.128598
1986	8	-0.09458	-0.099928	-0.098461
1986	9	-0.214727	-0.0696	-0.109151
1986	10	-0.132312	-0.019115	-0.049868
1986	11	-0.288331	-0.051887	-0.116108
1986	12	-0.271027	-0.048876	-0.108907
1987	1	0.071209	-0.02314	0.002046
1987	2	0.680359	-0.034417	0.156266
1987	3	-0.387272	0.02745	-0.083865
1987	4	-0.117879	0.004388	-0.028569
1987	5	0.048634	0.033178	0.037375
1987	6	-0.014758	0.020244	0.010701
1987	7	0.289277	0.075395	0.133628
1987	8	0.060046	0.121294	0.104562
1987	9	0.233092	0.139798	0.165375
1987	10	-0.011873	0.120061	0.083964
1987	11	-0.136884	0.154461	0.074948
1987	12	0.473821	0.102287	0.202727
1988	1	0.401048	0.18647	0.243805
1988	2	-0.122102	0.183169	0.101731
1988	3	0.237569	0.148482	0.172272
1988	4	0.256404	0.086204	0.131807
1988	5	0.178159	0.046386	0.082103
1988	6	0.312519	0.003184	0.087258
1988	7	0.272125	-0.010556	0.066562
1988	8	0.19299	-0.008294	0.046699
1988	9	0.27132	-0.020592	0.059183
1988	10	0.265084	-0.041016	0.042679
1988	11	0.1595	-0.156859	-0.070655
1988	12	0.38465	-0.131033	0.008462
1989	1	-0.205934	-0.125951	-0.14737
1989	2	-0.000962	-0.0483	-0.03567
1989	3	0.140088	-0.060677	-0.007005
1989	4	-0.109241	-0.019067	-0.04321
1989	5	-0.007933	-0.054556	-0.041837
1989	6	-0.112944	-0.037836	-0.058371
1989	7	0.034618	0.010847	0.017387
1989	8	-0.004758	0.032357	0.022119
1989	9	0.023509	0.02219	0.022552
1989	10	0.165264	-0.03109	0.022559
1989	11	-0.06772	-0.03485	-0.043825
1989	12	0.303544	-0.01303	0.072586
1990	1	0.162358	-0.004303	0.040561
1990	2	0.120568	0.048445	0.067725
1990	3	1.159955	0.136077	0.409263
1990	4	0.351877	0.146144	0.201359
1990	5	0.222055	0.113858	0.142953
1990	6	0.204364	0.066118	0.103831
1990	7	0.020235	0.1083	0.084131
1990	8	0.159364	0.063431	0.089877
1990	9	0.061489	0.03631	0.04319
1990	10	0.385975	0.079932	0.163391
1990	11	0.595247	0.052899	0.200523
1990	12	0.253525	0.023505	0.085837
1991	1	0.283159	0.045176	0.109277
1991	2	0.338183	0.03536	0.116073
1991	3	-0.10422	0.048856	0.007924
1991	4	0.379286	0.116651	0.187585
1991	5	0.092689	0.076349	0.080789
1991	6	0.384509	0.087855	0.168843
1991	7	0.207826	0.079681	0.114795
1991	8	0.134231	0.047925	0.071719
1991	9	0.233428	0.005671	0.068292
1991	10	0.203213	-0.047344	0.02155
1991	11	0.137663	-0.014973	0.02682
1991	12	-0.137451	-0.01733	-0.049864
1992	1	0.582574	-0.021502	0.139872
1992	2	0.343244	0.000413	0.091941
1992	3	0.227791	0.031682	0.084015
1992	4	-0.168357	0.023454	-0.028507
1992	5	-0.09149	0.034262	-0.000083
1992	6	-0.189743	0.011478	-0.043645
1992	7	-0.453317	-0.085325	-0.187751
1992	8	-0.327565	-0.132549	-0.186635
1992	9	-0.499958	-0.136929	-0.237545
1992	10	-0.316305	-0.178948	-0.21693
1992	11	-0.378726	-0.177724	-0.232649
1992	12	0.026956	-0.126041	-0.084694
1993	1	0.274762	-0.040146	0.044649
1993	2	0.204445	-0.019244	0.040883
1993	3	0.312792	-0.04108	0.054033
1993	4	-0.074759	-0.006929	-0.025387
1993	5	-0.000257	0.038896	0.027979
1993	6	-0.008305	0.025012	0.015814
1993	7	0.023121	-0.052892	-0.031906
1993	8	-0.063869	-0.081321	-0.076483
1993	9	-0.215403	-0.064947	-0.106798
1993	10	0.024337	-0.070827	-0.044691
1993	11	-0.552508	-0.075017	-0.205781
1993	12	0.080062	-0.113475	-0.060907
1994	1	0.070575	-0.096123	-0.051273
1994	2	-0.7694	-0.08149	-0.265452
1994	3	0.204082	-0.044132	0.022795
1994	4	0.141636	-0.004782	0.035409
1994	5	0.286578	0.001986	0.080537
1994	6	0.314168	-0.004326	0.084072
1994	7	0.072952	-0.014119	0.009996
1994	8	0.035421	-0.008718	0.003527
1994	9	0.225367	-0.027875	0.04156
1994	10	0.44689	0.045002	0.1551
1994	11	0.473035	0.068056	0.178735
1994	12	0.09048	0.084143	0.085862
1995	1	0.632041	0.098677	0.243315
1995	2	1.102617	0.130793	0.392935
1995	3	0.310497	0.084779	0.145658
1995	4	0.171012	0.098865	0.118319
1995	5	0.102303	0.026288	0.047037
1995	6	0.435246	0.033893	0.143636
1995	7	0.268323	0.059844	0.116745
1995	8	0.535334	0.076553	0.202459
1995	9	0.418352	0.005913	0.118875
1995	10	0.552026	0.028973	0.171786
1995	11	0.515074	0.052055	0.178726
1995	12	0.070764	-0.029485	-0.002382
1996	1	-0.212638	-0.009582	-0.064259
1996	2	0.295932	0.059043	0.122745
1996	3	-0.193894	0.059686	-0.008395
1996	4	-0.360863	0.04091	-0.067516
1996	5	0.194832	0.014721	0.063815
1996	6	0.040327	0.022891	0.027651
1996	7	0.17784	-0.02557	0.030365
1996	8	0.092616	0.032332	0.048954
1996	9	-0.137627	0.001332	-0.037027
1996	10	-0.08518	-0.043967	-0.055353
1996	11	0.041044	0.008163	0.017191
1996	12	0.118357	0.028674	0.052979
1997	1	0.110605	-0.011341	0.021472
1997	2	0.254674	0.040334	0.098121
1997	3	0.269407	0.099424	0.145533
1997	4	0.15687	0.064786	0.089792
1997	5	0.049138	0.11493	0.096996
1997	6	0.312187	0.180241	0.216457
1997	7	0.220961	0.188551	0.197484
1997	8	0.324581	0.219415	0.248395
1997	9	0.515219	0.253744	0.325381
1997	10	0.601751	0.284416	0.371732
1997	11	0.349995	0.292271	0.308082
1997	12	0.299864	0.296699	0.297557
1998	1	0.308921	0.272635	0.282432
1998	2	1.206925	0.279704	0.528817
1998	3	0.41325	0.285764	0.32033
1998	4	0.780729	0.301095	0.431419
1998	5	0.607933	0.292822	0.378672
1998	6	0.674869	0.307771	0.408871
1998	7	0.877906	0.274921	0.44156
1998	8	0.834248	0.248074	0.409409
1998	9	0.578148	0.109503	0.238668
1998	10	0.518798	0.103326	0.218101
1998	11	0.100686	0.158184	0.142369
1998	12	0.682754	0.107226	0.26312
1999	1	0.59784	0.043316	0.192949
1999	2	1.20439	0.043847	0.357019
1999	3	-0.149594	0.116997	0.044706
1999	4	0.324155	0.067815	0.13735
1999	5	0.261105	0.009553	0.078638
1999	6	0.304364	0.018907	0.097846
1999	7	0.41615	-0.015916	0.102723
1999	8	0.276273	-0.021025	0.061004
1999	9	0.414601	-0.016485	0.102211
1999	10	0.424821	-0.050809	0.079493
1999	11	0.383014	-0.037273	0.077662
1999	12	0.76077	-0.009271	0.199501
2000	1	0.1042	-0.009703	0.020864
2000	2	0.596794	0.076353	0.216279
2000	3	0.567542	0.060407	0.197241
2000	4	0.88572	0.081634	0.302977
2000	5	0.358547	0.012179	0.107379
2000	6	0.303414	-0.010305	0.076415
2000	7	0.277825	0.023797	0.094328
2000	8	0.402873	0.068013	0.161206
2000	9	0.265615	0.086826	0.136237
2000	10	0.010348	0.065303	0.049981
2000	11	-0.173447	0.054797	-0.007925
2000	12	-0.215474	0.071904	-0.006006
2001	1	0.34414	0.080783	0.152247
2001	2	0.035493	0.088252	0.073994
2001	3	0.67023	0.149152	0.290445
2001	4	0.509511	0.160217	0.255482
2001	5	0.658417	0.156122	0.29369
2001	6	0.366667	0.178004	0.229828
2001	7	0.560842	0.198242	0.298302
2001	8	0.632751	0.193554	0.314386
2001	9	0.444339	0.179984	0.252491
2001	10	0.385999	0.20018	0.251143
2001	11	1.098636	0.186137	0.436167
2001	12	0.33043	0.20281	0.237471
2002	1	0.995932	0.168082	0.391551
2002	2	1.216256	0.16328	0.446025
2002	3	1.057575	0.246152	0.464572
2002	4	0.330844	0.214802	0.246261
2002	5	0.419561	0.210532	0.267547
2002	6	0.44656	0.220527	0.282506
2002	7	0.732999	0.175482	0.328957
2002	8	0.564099	0.153972	0.266738
2002	9	0.597703	0.186657	0.299668
2002	10	0.330069	0.187337	0.226473
2002	11	0.716129	0.171848	0.320735
2002	12	-0.023104	0.223331	0.156445
2003	1	0.933062	0.202433	0.399961
2003	2	0.460576	0.175944	0.252779
2003	3	0.337995	0.222427	0.253605
2003	4	0.406375	0.191641	0.249767
2003	5	0.582334	0.196245	0.301224
2003	6	0.374172	0.184204	0.236233
2003	7	0.494164	0.228166	0.300938
2003	8	0.616711	0.26603	0.361988
2003	9	0.623649	0.263635	0.361983
2003	10	0.944417	0.290728	0.470991
2003	11	0.458047	0.236843	0.297658
2003	12	1.037447	0.208584	0.433155
2004	1	0.551365	0.203741	0.297956
2004	2	0.823118	0.237675	0.396215
2004	3	0.786843	0.185916	0.347902
2004	4	0.411885	0.215185	0.268548
2004	5	0.094357	0.13031	0.120546
2004	6	0.24429	0.12926	0.160559
2004	7	0.145675	0.178356	0.169404
2004	8	0.223796	0.221231	0.221932
2004	9	0.423505	0.213332	0.270797
2004	10	0.605026	0.230424	0.33292
2004	11	1.171883	0.221673	0.481538
2004	12	0.194436	0.169662	0.176365
2005	1	0.685985	0.205251	0.33396
2005	2	0.263748	0.198245	0.215786
2005	3	0.829936	0.223408	0.386358
2005	4	0.871301	0.20705	0.38602
2005	5	0.613352	0.233515	0.336369
2005	6	0.705954	0.217177	0.349842
2005	7	0.695247	0.239091	0.363959
2005	8	0.535398	0.259114	0.334758
2005	9	0.86463	0.221574	0.397537
2005	10	1.001848	0.194087	0.41501
2005	11	1.219851	0.159846	0.449232
2005	12	0.710357	0.150172	0.301669
2006	1	0.290486	0.152043	0.189041
2006	2	0.820807	0.191206	0.359533
2006	3	0.653797	0.147639	0.282977
2006	4	0.291934	0.15262	0.189973
2006	5	0.295007	0.201053	0.226388
2006	6	0.734187	0.203273	0.347424
2006	7	0.650082	0.204149	0.325767
2006	8	0.682188	0.240969	0.361403
2006	9	0.634659	0.254666	0.358803
2006	10	0.860408	0.239494	0.410107
2006	11	0.645763	0.265876	0.369926
2006	12	1.05138	0.248297	0.465866
2007	1	1.556174	0.251448	0.601503
2007	2	0.666736	0.231068	0.347799
2007	3	0.731612	0.158137	0.312084
2007	4	1.021987	0.162451	0.394047
2007	5	0.737015	0.112817	0.281676
2007	6	0.43539	0.156067	0.232008
2007	7	0.56943	0.149804	0.264102
2007	8	0.634901	0.127336	0.265919
2007	9	0.780137	0.120053	0.300716
2007	10	0.814858	0.093705	0.291308
2007	11	0.870244	0.017703	0.251254
2007	12	0.558823	-0.01019	0.144492
2008	1	-0.193789	0.009453	-0.045369
2008	2	0.116373	-0.004338	0.028022
2008	3	1.352485	0.036135	0.390494
2008	4	0.380883	0.075457	0.157915
2008	5	0.454662	0.093707	0.191621
2008	6	0.474231	0.124722	0.219945
2008	7	0.610296	0.169136	0.289798
2008	8	0.481752	0.192191	0.271341
2008	9	0.462199	0.195022	0.267836
2008	10	1.026535	0.172253	0.406019
2008	11	1.084614	0.132197	0.392841
2008	12	0.386573	0.142565	0.209026
2009	1	0.647469	0.150011	0.283922
2009	2	0.551743	0.092664	0.215644
2009	3	0.496375	0.116779	0.218781
2009	4	0.640299	0.171286	0.297929
2009	5	0.382354	0.219637	0.263689
2009	6	0.461059	0.31695	0.356185
2009	7	0.486785	0.322515	0.367411
2009	8	0.653227	0.337105	0.423593
2009	9	0.914357	0.264887	0.442305
2009	10	0.634301	0.274227	0.372744
2009	11	0.771366	0.302941	0.431176
2009	12	0.159011	0.381133	0.320881
2010	1	0.623196	0.345599	0.420145
2010	2	0.699342	0.370349	0.45847
2010	3	1.047595	0.332891	0.524714
2010	4	0.988359	0.356274	0.526666
2010	5	0.835712	0.3025	0.446953
2010	6	0.844565	0.275734	0.431034
2010	7	0.885716	0.267053	0.43616
2010	8	0.778484	0.258852	0.40121
2010	9	0.662196	0.218703	0.33976
2010	10	0.899585	0.160506	0.363343
2010	11	1.33435	0.152903	0.476379
2010	12	0.159963	0.120834	0.131463
2011	1	0.201457	0.131582	0.150326
2011	2	0.098834	0.120157	0.114436
2011	3	0.488728	0.159097	0.247506
2011	4	0.770772	0.122115	0.296517
2011	5	0.4476	0.147096	0.228485
2011	6	0.70469	0.188471	0.32917
2011	7	0.783222	0.187964	0.350769
2011	8	0.777775	0.194208	0.353846
2011	9	0.741697	0.151997	0.313251
2011	10	0.937267	0.121082	0.345173
2011	11	0.469445	0.130429	0.223363
2011	12	0.561518	0.092483	0.219951
2012	1	0.228828	0.092517	0.129395
2012	2	0.032192	0.141692	0.112265
2012	3	0.38337	0.08022	0.161672
2012	4	1.030959	0.169361	0.402169
2012	5	0.971626	0.217997	0.422232
2012	6	0.904452	0.215068	0.402761
2012	7	0.778997	0.255791	0.398893
2012	8	0.697833	0.30144	0.409526
2012	9	0.87214	0.301041	0.456781
2012	10	0.838989	0.281879	0.434699
2012	11	0.907425	0.256547	0.434575
2012	12	-0.117394	0.245403	0.147021
2013	1	0.620655	0.186126	0.302938
2013	2	0.721608	0.177155	0.323327
2013	3	0.58866	0.212381	0.313427
2013	4	0.341561	0.226559	0.257537
2013	5	0.767439	0.214139	0.363989
2013	6	0.768119	0.224018	0.372715
2013	7	0.566354	0.281932	0.359852
2013	8	0.602004	0.309256	0.389421
2013	9	0.715158	0.277861	0.397529
2013	10	0.741185	0.265973	0.396537
2013	11	1.253027	0.265462	0.536282
2013	12	0.664535	0.216938	0.338659
2014	1	0.745093	0.244865	0.379308
2014	2	-0.127367	0.250958	0.149732
2014	3	0.861557	0.248005	0.412512
2014	4	0.906113	0.313145	0.473457
2014	5	0.818996	0.351954	0.478768
2014	6	0.675051	0.370237	0.453325
2014	7	0.539819	0.365548	0.413338
2014	8	0.797696	0.426303	0.528274
2014	9	0.737076	0.419844	0.506738
2014	10	0.81566	0.370235	0.492437
2014	11	0.491273	0.324232	0.369922
2014	12	0.922725	0.323628	0.486146
2015	1	1.071156	0.309568	0.514161
2015	2	NaN	0.283032	0.531561
2015	3	1.188778	0.342253	0.569643
2015	4	0.723662	0.387564	0.478489
2015	5	0.953852	0.431114	0.572828
2015	6	0.970209	0.450481	0.592113
2015	7	0.805794	0.452416	0.549143
2015	8	0.930281	0.496821	0.615019
2015	9	1.007675	0.531764	0.661234
2015	10	1.278786	0.575194	0.767931
2015	11	1.153364	0.571867	0.730868
2015	12	1.539458	0.553987	0.821197
2016	1	1.282282	0.633798	0.807314
2016	2	1.93488	0.553042	0.922358
2016	3	2.007566	0.569012	0.954468
2016	4	1.510366	0.522221	0.787748
2016	5	0.946826	0.498852	0.619853
2016	6	0.918293	0.501179	0.614376
2016	7	0.928711	0.503714	0.6197
2016	8	1.130774	0.512684	0.681675
2016	9	1.151422	0.479526	0.662555
2016	10	0.683433	0.462104	0.522503
2016	11	0.868726	0.376674	0.509925
2016	12	0.874529	0.357069	0.495988
2017	1	1.248677	0.450673	0.66384
2017	2	1.297875	0.460039	0.683874
2017	3	1.451218	0.467949	0.730981
2017	4	0.979081	0.447094	0.589756
2017	5	0.919052	0.416225	0.551852
2017	6	0.873282	0.398859	0.527191
2017	7	0.972127	0.467436	0.604504
2017	8	1.002028	0.483989	0.625128
2017	9	1.023645	0.412049	0.578127
2017	10	0.920825	0.40472	0.545486
2017	11	0.946908	0.375513	0.530828
2017	12	1.124875	0.326292	0.541885
2018	1	0.774131	0.315322	0.438055
2018	2	0.735455	0.316491	0.428471
2018	3	1.093452	0.330934	0.535024
2018	4	0.90289	0.370699	NaN
2018	5	0.878366	0.350323	0.492856
2018	6	0.798221	0.341457	NaN
2018	7	0.942474	0.366479	0.523985
2018	8	0.769109	0.40099	0.501668
2018	9	0.847817	0.430789	0.544585
2018	10	1.123636	0.480041	0.656116
2018	11	0.684507	0.446148	0.511118
2018	12	0.813839	0.457341	0.553972
2019	1	1.231769	0.394594	0.619376
2019	2	0.686653	0.450625	0.513945
2019	3	1.488931	0.465338	0.7395
2019	4	1.129223	0.455402	0.636562
2019	5	0.786788	NaN	0.541093
2019	6	0.986379	0.497976	0.630777
2019	7	0.927046	0.511606	0.624895
2019	8	0.854122	0.534699	0.622036
2019	9	1.132529	0.478511	0.657061
2019	10	1.204067	0.482757	0.680138
2019	11	1.04175	0.48774	0.638996
2019	12	1.324501	0.494407	0.719744
2020	1	1.67882	0.505374	0.82055
2020	2	1.774452	0.476702	0.82475
2020	3	1.624977	0.528234	0.822826
2020	4	1.187285	0.54152	0.715336
2020	5	1.018085	0.470633	0.619258
2020	6	0.963959	0.465016	0.600844
2020	7	0.961946	0.480749	0.612323
2020	8	0.979774	0.510396	0.63878
